"RegionName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10"
"New Jersey",11,94.78,93.69,94.02,95.74,95.95,96.79,97.05,96.82,96.78,96.11,95.9,95.88,96.19,95.38,94.77,95.65,96,96.16,96.23,96.49,96.46,95.81,96.43,95.72,95.35,94.92,94.83,95.07,95.22,95.59,96.11,95.46,95.66,95.53,95.37,95.51,94.21,94.05,93.2,93.46,94.37,95.19,96.08,95.38,95.58,95.67,95.12,94.51,93.94,93.32,93.47,94.47,94.59,95.59,95.91,95.48,95.54,94.33,94.62,94.51,94.41,93.28,93.26,93.77,94.89,94.65,94.88,94.31,94.05,93.69,92.37,92.44,91.95,92.81,93.42,94.97,95.12,95.16,94.1,93.02,91.04,92.74,92.03,89.95,89.07,88.91,88.95,88.7,88.51,88.56,88.77,88.63,86.74,85.64,84.32,83.26,81.34,79.47,78.02,78.74,79.41,80.34,80.66,80.78,79.95,79.61,78.86,78.03,77.53,76.09,75.32,75.87,76.2,78.39,77.4,76.72,75.86,75.7,75.8,75.17,75.57,71.93,71.56,72.39,72.65,72.6,74.86,74.22,73.31,72.06,72.58,72.49,69.86,68.21,69.96,70.41,71.56,70.62,71.3,72.23,71.97,71.04,70.69,71.67,71.49,70.06,70.28,69.74,71.78,72.11,73.18,73.82,73.23,74.02,74.63,73.82,72.99,73.63,72.61,74.15,74.31,74.47,75.68,76.35,75.95,76.9,74.41,75.87,76.07,73.82,74.16,74.68,75.2,76.54,76.76,77.15,77.07,77.92,77.66,76.66,76.12,76.76,76.7,76.63,78.52,76.48,75.81,78.96,78.29,76.64
"Virginia",12,96.67,96.81,97.28,97.66,97.44,97.96,98.07,97.85,97.48,97.41,96.96,97.11,96.92,97.08,97.3,97.24,97.76,98.16,98.16,97.7,97.22,96.96,96.99,96.6,96.6,97.05,96.51,97.34,97.18,97.29,97.23,97.11,96.84,96.74,96.52,96,96.27,96.87,97.06,96.18,97.46,97.96,97.57,97.49,97.64,97.3,97.27,96.71,96.41,96.75,97.12,96.88,97.76,97.69,97.65,97.53,97.53,96.68,96.24,95.53,95.35,95.76,95.53,95.72,96.12,95.77,96.03,95.99,95.04,94.26,94.12,93.68,93.01,93.41,93.35,94.26,94.4,94.58,94.33,93.78,92.65,91.43,92.16,89.25,88.71,89.4,86.96,88.48,88.33,88.49,87.48,85.34,83.12,81.57,79.34,78.63,74.29,75.55,76.55,76.11,77.09,77.85,77.71,77.34,76.07,76.27,76.98,74.01,70.91,72.28,72.06,74.26,76.74,75.5,73.82,72.92,72.72,73.16,71.82,71.82,68.29,67.93,68.43,70.31,71.2,71.59,71.79,71.56,71.53,70.79,70.33,70.02,69.27,70.26,73.05,72.76,73.63,73.96,74.45,76.38,78.8,77.28,77.82,77.34,76.19,76.57,77.96,78.19,78.39,78.49,77.88,77.14,77.28,76.71,77.2,75.53,75.31,76.59,76.6,76.84,78.05,79.31,80.06,78.1,78.43,78.49,78.94,77.16,75.3,76.54,78.29,77.9,79.97,79.39,79.86,78.55,78.55,78.58,77.86,77.28,77.83,76.88,77.74,79.96,81.33,82.9,82.14,80.83,81.1,81.27
"Washington",13,93.83,94.27,94.92,95.04,95.18,95.31,95.25,95.95,95.04,95.48,94.2,94.39,93.58,94.4,94.83,94.57,95.18,95,95.37,95.38,94.95,95.27,94.8,94.34,93.92,93.91,94.69,95.13,94.69,95.28,95.6,95.62,95.79,95.41,95.08,94.84,94.27,94.36,95.89,96.25,96.52,96.63,96.83,96.34,95.82,95.9,95.97,95.4,94.62,94.52,95.5,95.83,96.18,96.16,96.38,96.33,96.54,96.2,95.89,94.87,94.85,95.43,95.24,96.08,96.61,96.88,96.62,96.15,95.96,95.54,95.48,94.07,94.84,94,95.37,96.15,96.04,96.09,96.33,95.9,95.22,94.99,93.62,92.35,92.47,92.3,92.23,91.96,92.9,91.51,91.15,90.83,89.57,88.04,85.7,83.38,82.56,80.45,81.6,81.18,84.12,82.23,83.68,83.92,83.13,83.21,82.72,79.27,76.72,77.62,78.38,80.07,79.57,78.88,78.37,78.32,77.63,76.26,76.23,72.02,71.15,71.11,70.83,71.5,71.88,73.49,72.44,71.46,70.82,71.88,70.36,68.06,66.33,67.53,67.67,69.04,70.97,68.74,69.91,70.25,69.7,69.94,69.64,71.04,69.18,68.03,71.55,71.61,75.52,74.61,77.54,77.97,77.67,77.81,78.29,77.41,75.67,77.37,76.69,79.92,79.93,80.44,81.6,81.36,82.18,82.44,81.34,81.03,80.9,81.03,83.42,84.31,85.33,86.44,85.62,86.91,87.2,86.83,88.16,88.22,85.93,87.18,89.07,89.89,90.79,92.28,92.27,91.87,92.75,93.98
"Massachusetts",14,96.67,96.06,96.43,96.7,96.8,97.13,97.46,97.44,97.28,96.08,96.2,95.74,96.08,95.84,96.17,96.75,97.17,97.63,97.47,97.42,96.91,96.38,96.68,96.1,95.25,93.55,90.11,93.12,93.25,94.19,93.82,93.8,93.1,92.68,93.68,93.27,90.56,89.57,88.95,90.83,93.08,93.25,93.32,92.75,92.15,92.5,91.19,91.22,89.97,88.35,89.38,91.18,91.89,94.49,94.42,93.58,93.09,93,92.15,91.8,89.09,88.63,89.27,89.94,90.65,91.69,91.13,89.83,88.94,86.43,86.99,84.01,82.26,83.79,83.7,84.39,84.1,86.29,85.92,85.86,84.8,82.69,81.37,78.7,76.49,73.08,77.15,76.83,78.75,78.42,79.51,80.35,77.43,75.24,75.17,74.91,70.02,67.75,69.61,72.15,72.26,74.82,75.89,74.44,74.94,75.59,75.55,71.97,70.12,68.47,70.42,74.12,74,74.89,73.92,72.76,72.03,72.21,70.86,72.69,68.72,63.93,67.82,70.26,71.68,74.03,72.29,71.88,71.49,72.6,71.1,68.56,67.77,66.04,68.18,69.79,70.91,73.49,70.9,72.61,72.88,70.71,70.9,70.07,66.14,64.82,68.01,71.04,76.27,78.52,79.16,78.78,77.37,78.77,77.83,79.19,79.96,79.13,75.06,76.5,78.51,79.49,80.51,77,80.42,80.62,80.8,80.94,78.64,78.55,83.15,81.64,84.19,86.45,87.79,86.93,87.23,86.31,87.23,86.8,86.19,85,86.68,87.98,88.1,89.4,89.42,90.17,89.52,90.06
"Indiana",15,100,99.72,99.73,99.76,99.87,100,99.78,99.8,99.05,99.32,99.37,99.45,98.04,98.94,99.91,99.61,99.66,99.78,99.7,99.31,99.91,99.64,93.54,99.49,98.78,98.4,98.62,98.64,99.6,99.68,99.65,99.71,98.67,95.17,99.32,98.76,99.15,98.91,98.6,97.7,97.77,98.82,97.93,98.8,98.47,98.36,98.05,97.29,98.01,98.12,98.53,98.69,98.86,98.9,98.28,98.38,98.09,97.68,97.17,98.1,98.14,96.99,97.54,97.79,97.56,97.96,97.5,97.77,96.93,97.22,96.73,96.7,97.55,97.29,97.25,97.02,96.62,96.66,96.78,96.04,96.16,96.51,95.78,95.88,89.39,87.47,87.15,89.32,88.73,90.15,95.89,95.69,95.94,95.66,95.24,94.42,94.21,93.47,93.64,93.06,92.91,93.24,92.53,92.69,93.17,92.9,91.92,90.32,90.38,88.75,89.89,90.94,89.9,89.86,89.01,88.98,89.56,89.72,89.47,87.8,88.27,87.36,87.86,88.58,88.17,88.36,89.11,89.05,89.19,88.46,88.14,86.92,87.04,86.78,85.52,86.76,87.96,87.83,88.72,88.77,87.89,87.39,84.71,85.36,86.62,85.31,85.44,86.63,86.13,87.19,87.85,86.9,86.83,85.97,86.17,86.14,84.79,83.89,83.78,83.88,86.59,87.48,87.59,87.39,87.2,86.85,86.83,87.13,86.89,85.3,84.79,83.99,86.29,86.22,88.87,88.24,88.43,89.02,87.99,88.11,86.7,86.28,86.92,87.35,87.22,90.61,94.02,92.62,93.9,92.51
"Arizona",16,92.85,91.3,92.65,92.76,93.74,92.83,93.45,91.41,91.04,90.37,90.01,89.51,91.16,91.36,91.32,91.44,93.32,93.66,93.39,92.39,91.82,92.37,91.46,90.44,90.9,85.32,82.76,84.16,86.48,93.2,93.21,93.39,93.57,89.71,92.66,92.65,93.94,95.38,95.14,95.85,96.43,96.31,96.27,96.39,96.24,96.09,96.18,95.53,91.38,96.9,97.39,97.4,97.45,97.46,97.26,97.07,96.86,96.61,96.32,96.22,92.79,96.71,96.38,96.67,96.72,96.77,96.24,95.34,95.16,94.41,94.72,93.83,93.48,93.58,93.75,93.73,92.37,92.34,91.99,91.06,89.41,89.03,88.03,85.26,86.05,84.98,82.76,82.29,81.27,80.67,79.06,76.97,74.73,72.03,67.66,68.7,67.15,66.71,65.14,65.34,66.37,65.34,62.24,57.29,56.06,58.63,57.27,52.85,49.07,54.11,53.8,53.35,51.88,50.66,46.71,47.18,46.79,46.33,46.93,47.18,47.33,46.31,46.73,52.12,50.93,44.2,45.53,42.63,42.72,44.17,43.41,42.97,42.51,46.69,56.63,53.26,53.37,53.23,55.4,55.83,60.54,61.46,60.52,64.39,62.71,67.33,67.63,69.84,70.77,70.96,74.78,73.38,73.44,73.29,74.41,73.33,74.75,79.16,78.21,77.67,78.25,79.84,79,79.36,77.89,78.44,78.16,78.08,78.23,78.91,79.2,77.85,80.22,78.89,79.45,79.82,81.19,80.94,81.23,81.64,82,81.25,82.61,83.47,83.9,84.77,83.9,84.34,84.39,85.39
"Tennessee",17,91.1,89.77,91.01,92.44,91.28,91.98,91.8,91.87,91.55,90.21,91.08,90.13,89.33,89.85,90.03,90.51,90.96,91.38,91.2,91.26,90.58,89.78,89.62,89.52,89.38,88.7,89.89,89.89,91.82,91.89,91.13,91.33,90.32,90.3,90.04,89.48,88.61,88.27,89.93,89.7,90.82,91.8,91.7,90.89,90.67,89.4,89.98,90.19,88.75,87.67,89.61,89.27,90.28,90.32,89.42,89.58,88.36,89.72,88.84,88.8,87,87.74,89.21,89.05,90.48,90.29,90.72,89.43,89.26,88.73,87.5,88.32,87.38,87.35,88.73,87.88,89.11,89.5,89.85,88.9,88.28,87.19,86.01,85.78,83.18,83.68,83.71,82.96,83.34,84.8,83.55,83.5,82.63,81.02,79.45,77.85,77.57,75.2,76.38,77.06,78.85,78.52,79.68,78.09,78.88,78.18,77.79,76.17,75.34,74.03,76.71,77.95,77.66,78.07,76.23,73.49,73.84,72.99,73.23,71.88,69.93,69.63,70.69,71.76,71.74,70.47,71.63,70.53,71.03,69.98,69.51,68.12,67.54,69.38,69.43,71.28,71.98,72.06,70.8,70.11,71.72,70.06,72.38,69.77,72.09,70.41,73.2,72.88,73.56,73.07,76.08,76.4,75.74,75.11,74.66,74.23,73.33,74.63,75.65,74.99,76.88,77.41,77.32,78.07,78.35,77.02,78.47,78.42,75.78,76.19,79.85,79.24,81.16,81.22,82.26,81.12,82,81.43,81.15,82,80.71,79.55,81.5,82.1,83.53,85.23,87.65,86.19,87.49,85.69
"Missouri",18,95.59,95.94,95.69,95.77,96.57,96.64,96.42,96.58,96.22,96.47,96.09,94.64,95.72,95.64,95.49,95.86,96.07,95.87,95.72,95.92,95.3,94.71,94.33,94.76,95.04,94.19,93.68,93.88,94.35,94.29,94.57,94.56,94.48,93.62,93.28,93.44,94.08,93,94.05,93.93,94.83,94.66,94.43,94.78,94.73,94.56,94.09,93.96,92.63,93.45,94.63,94.47,94.64,93.6,93.36,93.56,93.18,93.88,93.2,92.96,91.3,90.61,92.09,92.01,92.15,93.15,92.94,92.77,92.74,91.46,93.37,90.43,89.45,89.9,90.09,89.97,89.61,89.09,90.8,88.13,87.44,87.06,84.9,85.55,83.9,82.28,82.9,82.98,83.86,85.04,83.33,83.29,82.94,83.18,80.7,80.09,77.65,75.67,76.65,78.75,79.56,78.76,80.25,78.69,80.07,81.44,80.06,78.23,77.55,74.27,77.05,77.42,77.88,78.34,76,76.95,74.37,76.17,73.36,75.42,73.01,73.58,72.75,73.65,74.09,73.54,74.85,73.92,73.64,72.62,76.99,72.93,73.56,71.44,70.44,71.87,72.73,72.57,72.92,72.55,73.47,72.07,73.31,72.92,76.63,73.89,72.6,73.02,73.91,74.09,74.74,75.38,75.25,75.68,74.6,75.33,74.13,76.04,75.81,74.59,76.61,75.79,76.11,77.34,77.75,77.92,77.25,77.03,75.95,77.75,76.78,76.48,77.86,79.4,78.16,79.25,79.09,79.09,80.97,78.08,77.47,76.83,78,79.45,80.79,80.26,77.38,78.6,77.4,76.68
"Maryland",19,92.89,91.1,92.17,93.95,94.93,95.73,96.35,95.85,95.45,94.95,94.73,94.95,94.46,94.07,94.55,94.86,95.63,95.42,95.86,96.19,95.39,95.31,95.41,95.64,95.11,94.72,95.05,94.07,95.19,95.58,95.84,95.56,95.98,95.2,95.18,95,94.67,94.82,95.42,94.61,95.74,95.91,96.68,96.46,96.81,95.74,95.44,95.94,96.01,95.84,94.91,94.73,94.48,94.54,95.03,95.43,95.17,94.73,94.73,93.62,93.87,92.49,94.01,92.51,93.87,94.01,94.6,94.37,94.11,92.85,93.62,92.33,92.85,93.06,92.73,92.83,94.47,93.34,93.41,93.42,92,90.83,90.08,89.78,87.11,87.64,86.49,85.81,86.83,86.39,86.69,87.13,84.83,82.6,80.03,79.68,77.02,74.95,73.76,76.18,76.73,77.7,77.54,79.05,78.41,77.19,76.72,79.14,73.93,69.63,73.21,75.85,74.85,76.2,73.47,74.83,70.73,71.86,69.65,73.97,70.51,66.23,66.97,66.68,67.78,73.9,72.08,71.08,72.23,67.96,67.7,67.29,64.84,64.9,66.54,65.47,68.61,69.31,69.87,71.13,70.99,69.88,70.75,70.23,69.75,66.75,69.11,69.96,71.92,71.25,74.86,73.71,71.7,71.9,71.69,73.51,72.94,70.6,68.89,72.94,73.95,74.29,76.24,74.89,74.43,75.63,73.99,73.63,72.83,72.48,73.1,72,75.65,76.55,76.47,76.81,75.64,76.13,73.97,75.61,74.96,73.65,73.75,74.38,75.36,76.39,79.39,78.7,78.2,80.56
"Wisconsin",20,97.95,96.6,97.35,98.29,98.26,98.48,98.28,98.3,98.03,97.36,98.25,98.05,97.39,97.99,97.97,97.99,98.42,98.27,98.2,98.38,98.73,97.79,97.88,97.88,97.22,97.4,96.52,98.06,98.35,98.33,97.65,98.77,98.14,98.17,98.2,98.08,97.16,96.73,97.98,97.21,98.32,98.3,97.55,97.68,97.78,97.52,97.58,96.91,96.5,96.34,97,98.08,97.39,97.57,97,97.51,97.24,97.03,96.53,96.03,95.75,96.48,96.35,96.48,97.17,97.81,97.52,96.8,94.82,96.69,94.98,94.32,93.51,92.85,93.34,94.06,93.76,94.46,93.97,92.93,92.09,90.58,89.74,87.43,87.45,87.4,85.81,87.56,89.04,88.93,88.25,86.75,87.17,85.22,82.74,78.26,75.4,75.95,77.15,77.37,78.17,79.13,78.8,79.1,77.96,77.94,77.24,74.19,74.49,73.98,75.78,77.28,76.44,77.75,74.04,75.12,73.44,74,73.05,68.46,66.74,68.4,67.74,70.42,71.11,72.49,71.94,70.96,69.36,70.23,66.53,67.71,65.3,61.75,61.88,66.19,65.01,65.33,63.65,64.93,65.04,64.76,65.12,65.52,61.87,65.45,62.36,64.18,63.06,68.89,67.03,66.15,67.33,68.3,66.21,66.91,63.55,66.28,67.88,69.33,68.62,71.01,70.7,70.66,69.8,70.06,68.32,68.52,70.95,69.68,71.64,69.5,72.25,74.65,74.56,76.23,75,76.23,76.01,74.03,72.48,74.24,71.94,77.35,82.35,83.25,83.06,83.49,87.08,88.12
"Minnesota",21,96.04,96.03,96.27,96.64,96.4,97.61,97.27,96.95,96.97,97.01,97.2,96.24,96.28,96.02,95.63,95.62,96.44,96.84,96.89,96.92,97.21,96.47,95.79,95.56,95.1,96.06,94.82,94.87,95.53,96.27,95.47,95.79,95.37,95.49,95.18,93.86,93.97,93.95,94.15,94.8,94.88,95.32,95.93,96.12,96.41,95.2,95.57,95.18,95.33,94.93,94.81,95.35,95.67,96.83,95.94,96.63,96.48,96.1,95.77,95.65,94.92,95.33,95.08,95.64,95.42,95.45,95.72,95.34,94.24,94,93.5,92.83,92.61,91.49,90.9,91.99,91.5,92.22,92.96,91.47,89.98,90.22,88.93,87.95,86.22,84.42,84.72,84.97,85.8,84.61,84.96,84.32,80.7,80.61,80.34,78.29,74.23,76.76,76.45,75.28,80.13,79.5,79,77.66,78,78.38,76.42,73.89,75.69,73.27,73.95,74.38,75.56,74.47,73.88,71.38,73.63,71.75,73.32,71.55,65.48,65.74,64.77,66.21,66.75,67.56,68.1,69.39,68.61,67.23,68.22,66.2,65.33,62.7,62.96,66.7,67.14,67.62,67.48,66.93,66.88,68.81,68.93,68.32,66.1,67.66,65.82,67.82,69.89,69.8,70.78,72.68,72.97,73.07,73.04,72.3,72.66,72.35,74.19,73.35,75.5,77.24,76.57,77.27,77.32,77.13,75.84,76.46,73.8,72.46,74.84,75.4,78.41,79.24,79.38,80,80.28,78.43,79.39,78.58,79.29,78.71,77.86,79.52,82.57,83.22,84.25,84.99,83.88,82.23
"Colorado",22,98.21,98.17,98.82,98.62,98.79,98.87,98.79,98.69,98.63,98.32,97.94,97.67,97.19,97.32,97.65,97.9,97.8,97.71,96.88,97.75,97.54,97.86,97.07,97.21,96.49,96.03,96.4,95.49,95.67,95.35,95.06,95.01,94.5,94.46,94.45,92.61,95.29,95.32,95.57,95.74,96.1,96.38,95.68,96.05,94.95,95.17,93.98,94.08,92.19,93.14,94.3,94.52,94.68,94.63,94.58,94.59,93.97,93.52,93.15,91.29,90.77,91.81,91,90.27,91.26,91.5,90.94,91.13,90.47,89.62,89.36,87.97,86.76,87.94,88.81,89.27,90.13,90.84,89.67,90.15,89.4,88.81,86.67,83.81,83.45,83.04,83.57,83.96,83.91,84.9,84.47,82.68,81.02,79.52,76.27,76.65,73.7,74,73.25,74.72,75.56,76.71,76.71,76.27,77.19,76.33,75.16,72.96,71.31,71.88,72.63,73.7,73.81,72.8,71.73,71.34,71.3,72.3,68.04,69.71,63.86,62.51,65.31,66.34,66.74,68.37,65.36,68.34,66.09,64.43,64.52,61.16,62.96,67.91,63.73,67.6,70.72,70.22,71.69,71.42,72.83,73.35,71.73,71.97,71.42,74.13,75.68,77.54,79.45,81.72,83.21,83.25,80.79,80.91,80.81,77.08,78.02,79.03,82.68,82.64,85.49,86.9,87.87,86.92,87.61,87.16,85.84,86.1,85.55,86.9,88.43,89.24,90.72,91.87,92.85,92.78,92.69,92.61,92.09,93.44,93.16,92.82,94.58,94.37,94.21,95.59,95.43,95.99,95.95,96.09
"Alabama",23,95.48,96.04,96.95,96.4,96.69,96.97,97.34,96.73,96.61,95.22,96.09,95.21,95.98,95.57,94.94,94.87,96.11,95.1,94.91,95.47,95.63,94.43,95.21,94,94.59,95.89,95.56,95.57,96.06,95.69,96.01,95.53,95.73,95.36,94.79,94.41,95.05,94.23,95.69,95.19,96.26,96.05,95.39,94.57,94.35,93.91,94.33,94.28,93.14,93.69,94.81,94.51,94.52,94.39,95.05,94.7,94.91,94.62,94.82,94.09,94.23,94.42,93.6,93.95,94.85,94.92,94.57,93.58,93.52,93.75,90.63,90.65,91.08,92.74,91.04,92.21,92.47,93.26,94.51,94.67,93.95,91.84,92.08,93.24,91.98,92.2,91.42,91.41,91.65,91.87,91.92,91.06,90.03,90.24,88.87,88.66,85.97,88.43,89.31,88.61,89.75,89.9,89.68,87.94,88.17,88.93,89.73,88.73,85.16,87.38,84.54,85.98,86.57,85.14,81.39,82.64,80.46,84.66,84.92,83.63,81.57,82.27,82.77,82.97,81.17,82.02,83.91,82.28,81.32,81.47,82.44,80.36,82.81,81.77,79.25,80.25,80.26,79.38,78.62,81.38,80.54,78.11,81.42,79,78.02,77.26,78.1,76.46,77.55,77.13,80.51,78.66,78.6,78.99,76.86,79.34,75.27,74.35,76.15,75.35,75.25,76.22,78.11,78.16,80.38,79.35,77.99,78.79,76.66,76.21,78.74,80.45,81.52,80.14,79.58,79.61,79.48,80.28,79.44,78.99,79.54,77.86,77.88,80.01,81.03,80.29,73.58,73.75,74.21,70.12
"South Carolina",24,94.91,94.18,93.92,93.83,93.61,93.45,92.27,92.72,92.13,91.18,90.56,90.08,90.24,90.95,90.32,92.09,92.58,91.85,92.19,91.53,90.75,91,90.6,91.64,88.97,89.19,89.74,89.75,90.24,89.87,90.41,90.45,90.28,89.32,89.05,88.93,88.66,89.06,90.8,93.08,93.55,93.02,92.4,92.67,92.47,91.74,91.79,91.06,91.11,91.3,92.37,91.9,92.46,93.29,93.11,92.84,92.85,92.68,92.13,91.5,92.07,92.14,92.07,92.74,94.03,93.78,92.27,91.7,91.38,91.4,90.24,89.38,89.66,89.93,91.16,90.85,91.53,91.1,91.99,90.95,91.08,88.45,87.47,87.51,86.2,85.52,87.24,86.12,86.41,87.16,86.28,84.13,84.76,83.64,82.15,79.59,77.85,77.18,79.48,78,77.24,77.88,77.96,75.89,77.02,75.83,76.15,64.71,73.21,71.2,72.58,73.53,73.92,72.49,68.59,70.62,69.01,67.89,68.18,66.59,62.21,64.04,63.63,64.22,64.82,64.93,65.39,63.58,64.37,62.66,64.17,61.59,59.9,63.88,63.43,63.49,63.84,63.32,65.09,64.04,63.95,62.58,62.63,64.39,63.87,63.51,64.52,63.96,65.4,64.04,67.79,68.95,68.81,69.37,68.55,68.34,70.08,67.55,69.03,70.17,70.46,71.58,71.32,71.09,71.65,71.98,70.57,70.89,71.87,72.28,72.81,74.37,76.06,77.34,77.73,77.72,76.08,76.14,76.17,77.7,79.86,76.68,78.8,79.21,81.02,82.43,82.53,81.48,81.52,82.3
"Louisiana",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,84.52,80.98,79.5,77.64,77.06,74.37,76.85,76.51,76.17,74.9,73.03,71.99,74.03,74.83,77.46,74.74,69.35,78.26,77.1,78.76,78.45,74.33,75.08,74.98,76.5,77.1,77.31,77.98,76.8,77.52,72.66,78.57,76.61,75.42,78.88,72.38,75.56,75.63,74.35,76.48,74.71,71,76.84,78.31,77.22,79.35,78.72,76.31,78.16,77.7,79.56,81.07,73.13,75.15,80.99,80.5,81.38,79.25,80.81,76.56,80.89,80.35,80.95,82.69,84.92,83.86,82.5,85.26,86.59
"Kentucky",26,98.64,99.48,99.17,98.74,98.93,98.86,99.24,99,98.82,98.8,99.05,98.39,98.97,98.85,98.19,98.81,98.37,98.45,99,98.94,99.01,98.85,98.59,98.76,98.9,98.33,99.17,99.01,99.08,98.86,99.01,99.23,99.09,99.16,98.66,98.55,99.32,98.94,99.15,99.09,98.94,99.03,99,98.98,99.08,98.7,98.14,98.49,98.84,98.46,98.52,98.91,98.94,99.08,98.64,99.16,98.68,98.73,98.64,98.19,97.77,97.72,98.35,98.18,98.16,98.42,97.95,97.96,96.01,96.25,95.42,95.13,94.45,94.36,93.63,93.87,94.5,94.48,95.14,95.08,95.63,95.48,95.05,93.1,93.69,94.07,93.63,92.82,93.55,92,93.88,93.49,92.52,91.06,90.06,89.85,88.79,91.74,89.4,89.58,90.62,90.57,91.15,91.92,90.14,91.71,91.09,89.57,89.85,87.45,89.44,89.88,89.28,88.09,85.64,84.38,85.42,86.42,86.58,86.11,84.68,83.77,83.42,82.38,83.5,83.32,82.61,81.24,78.77,76.37,76.73,77.97,78.82,76.91,76.18,78,77.81,77.04,76.96,77.14,78.92,77.51,75.94,78.21,77.82,74.9,75.35,75.47,75.49,75.48,77.45,77.07,79.51,78.81,78.75,77.48,79.42,76.21,77.73,78.86,79.8,80.6,81.66,81.4,80.93,79.63,77.13,77.92,76.7,76.58,78.69,77.3,80.77,81.45,81.66,81.57,82.64,80.06,80.51,77.68,79.44,77,79.84,82.54,84.41,85.99,85.95,85.55,82.86,85.61
"Oregon",27,95.41,96.03,95.47,95.7,96.04,96.39,96.61,96.41,95.39,94.88,95.27,95.88,95.23,95.96,95.98,96.19,96.56,96.68,96.85,96.87,96.86,96.48,95.87,96.41,95.55,95.45,96.43,96.26,96.41,97.06,96.76,97.2,97.35,96.66,96.51,95.69,95.31,95.04,95.51,96.69,96.84,97.07,96.75,97.07,96.78,97.08,96.76,96.66,96.42,96,96.1,97.09,97.1,97.55,97.04,97.16,97.08,96.72,96.53,96.63,95.83,96.08,96.34,97.05,97.03,97.5,97.72,97.37,97.18,96.44,95.6,94.89,94.67,95.31,95.46,96.5,95.93,96.31,96.68,95.69,95.48,94.65,93.77,92.99,90.86,91.78,92.15,91.76,92.94,91.36,90.71,89.41,89.58,88.12,83.74,82.72,80.33,82.06,80.07,80.19,80.54,81.49,80.44,80.47,80.35,80.43,80.41,77.19,73.72,73.84,75.77,76.97,79.46,76.5,73.13,73.29,72.56,73.14,73.23,72.88,65.09,64.34,68.62,66.5,70.92,68.49,71.15,69.34,68.1,66.38,68.35,64.03,63,61.39,64.45,65.09,68.83,66.6,68.64,69.79,69.75,69.99,70.63,72.67,70.33,71.66,71.06,74.09,74.9,77.03,78.64,78.76,77.76,79,78.3,78.66,79.13,78.82,80.67,79.92,81.61,83.84,83.55,82.56,82.75,83.47,83.46,83.56,81.99,83.62,84.86,84.92,87.08,88.51,88.44,89.41,88.68,89.61,90.04,89.86,89.02,88.83,90.72,92.07,92.85,94.03,94.59,95.37,94.41,95.5
